individual	type	info	file	etag
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_28.fastq.gz	6a6a4e364f20f09c3e2093070d6ee110-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_29.fastq.gz	c5cde9d0f74b5c89f0464ebc842813d7-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_30.fastq.gz	abb1345372a8831518c5423ce413e45d-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_31.fastq.gz	1bb9745a1964b5afd1301a8374d66332-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_32.fastq.gz	557c6e7a1fbddba55a09fcccbc88059a-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_33.fastq.gz	4697e1bdbb868ff82832f9de8e8854bd-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_34.fastq.gz	92502eaded85047e52bdced865ddc7ba-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_35.fastq.gz	6d846997ea218cc00c68b8566dc3f049-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_36.fastq.gz	a4062bf024db39224794a271d0528e5c-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_37.fastq.gz	947c794fdb55ff2397935ec6850b78af-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_38.fastq.gz	f8ec015cf4afc4837a824685fb4ce8c3-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_39.fastq.gz	18dbf8f81ba7568fbab41d5d3adac23f-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_40.fastq.gz	fd5117fbe61a563c17502d6c7ae64391-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_41.fastq.gz	d50b5a757f08fd3515c6d733594dbaac-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_42.fastq.gz	3d5bba8a7724b7e1e255a9ff01ee87a1-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_43.fastq.gz	90a17183554415c39e3475cac1272718-6
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_44.fastq.gz	40dcde2d76c0e329332df25adfe9edb1-2
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_45.fastq.gz	c742beccc9e2ff543b47bd9fc9588c57-2
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_46.fastq.gz	223f1443d01c8426d36478709c8843ba-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_47.fastq.gz	05d396a4acf73dd3b00f42c1a75740c9-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_48.fastq.gz	9e6339cc7178f479e805fdc426207f2f-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_49.fastq.gz	eb7aace7021b52247ea6c9890258ca86-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_50.fastq.gz	33e850303760f3268d3b668912dcc042-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_51.fastq.gz	e81879fb249cb450b638048f019d82e3-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_52.fastq.gz	52a01517425c94a9022158587e3143cd-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_53.fastq.gz	3b9c45c62604894b9e81ca30a514cb28-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_54.fastq.gz	ec5875818af70e49512eab558d11331d-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_55.fastq.gz	c6246eec6f636ff16bf1b8055e3ee4bd-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_56.fastq.gz	e485134a1967df30d1020a5c96aa462f-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_57.fastq.gz	70e527a74ab033167474012815281194-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_58.fastq.gz	85bc0f58bdcbeab4e065a6d4789c95cd-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_59.fastq.gz	8c19dec3d6bb6d846ee22db48d20981e-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_60.fastq.gz	0afe5e39b7250f4e275ec78750aeef8f-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_61.fastq.gz	4863a99ba9752b12337fad4f4ef87689-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_62.fastq.gz	814ddce7eab56997f5fab2b2606d13a2-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_63.fastq.gz	ae5adf8d1408e268167a30d030a083f9-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_64.fastq.gz	58a69e76dc6229d844cbfd35e81fd278-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_65.fastq.gz	b1b3e55daca6d7619db9a6454febb8a5-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_66.fastq.gz	74bff76f14ada4a614507f5359e8fe92-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_67.fastq.gz	789eab07699048cfa85f10a38fd147bd-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_68.fastq.gz	bd6fc9a4f0f10500964155995fae2993-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_69.fastq.gz	30aaf9e4f273f86f9e632d7d992efe1c-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_70.fastq.gz	ef802499f10569a7f4a4441b8e4574ed-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_71.fastq.gz	74b5df1ff6845be3a262e6fa474260f0-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_72.fastq.gz	9769b257aec70e62b3a9059de6428c11-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_73.fastq.gz	3dafbe4d6692339fb11a6eca79b6f045-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_74.fastq.gz	9e850bf0472593b0a82b86e557f15379-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_75.fastq.gz	0e7960f76a7ebeea8a97a62ffdc09d83-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_76.fastq.gz	a26cbe7e8afa6f711f94aa8db6da036f-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_77.fastq.gz	4cf7ccd2f9c57608d7becbf045e6fa72-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_78.fastq.gz	5edbf56cdfec3242807708b92ea184c1-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_79.fastq.gz	3410f4f805d5b9571e01d59a2295891a-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_80.fastq.gz	b5dd93a8c4a3f6ed98622caa9f7af6cf-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_81.fastq.gz	37902187ed9a34c6524707ebd6643c76-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_82.fastq.gz	d77dd6b38c2955e3652d09c9d9012dcc-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_83.fastq.gz	b9f0ac4f50fec77971296869cbc93e13-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_84.fastq.gz	073cba043ab31d6bb2dcf573adebbd7a-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_85.fastq.gz	719dff5f078e96eb27adda91fc4d51bf-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_86.fastq.gz	91207590ce9deb5b7c42f5218f8a1c79-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_87.fastq.gz	d01f1fcb8ad71693cc5476c4fb0fe0c2-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_88.fastq.gz	64f2761187dfb41007b5c7e652e2cc32-4
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_89.fastq.gz	56c911d5985e11142019c918a0e7e1d0-2
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_90.fastq.gz	42aa62b0492b2cb1a16758606c0bdfcb-3
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_91.fastq.gz	b91486daebe7a3fa66f3f8f64f59e39a-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_92.fastq.gz	bfe45f1ed8f2581acbdc1740a5918f3e-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_93.fastq.gz	891e2b34d0f0312f078780e4b351a5f1-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_94.fastq.gz	d3cc4164c8ed903c922dfdb4f2f1e589-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_95.fastq.gz	c42a2929842116d290e524469b319815-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_96.fastq.gz	fddebee9dc075ebb2d44c7a74cd9d14b-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_97.fastq.gz	007f9d8d1155101d45a32ec84d6abc43-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_98.fastq.gz	1d07c9794895c97797920d0ea813eed6-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_99.fastq.gz	f7cc34b03beb58ded0891f441bc1ab42-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_100.fastq.gz	53bce4ee55b5e69df9bd6224944c19f4-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_101.fastq.gz	87417eef09216ab9ec2438f703707ca8-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_102.fastq.gz	2b80d0c7c92e9c2c5cc2de6a512b24a8-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_103.fastq.gz	66417c37d7df17d550def29aeded65f5-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_104.fastq.gz	3f300b301ead827ebac2465efba2eadc-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_105.fastq.gz	abd06c8b46fa95a10bf7a457c63a68b3-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_106.fastq.gz	93dae354363260e346f56a219288999d-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_107.fastq.gz	4271d31bd93e50015e73c16faca8d294-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_108.fastq.gz	24e940929f16da65f72ccdd7ffd32c9c-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_109.fastq.gz	eef6ce21a6da22aebd85de1cbef2500a-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_110.fastq.gz	4fa5ce8efa02971078a2ca30d107bc4d-5
ilThyBati1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Thyatira_batis/ilThyBati1/genomic_data/ont/fastq_pass/PAE47474_pass_b48d9492_111.fastq.gz	4e709dcb91dc1badb76272fcebeb5852-5
