species	common_name	taxon_id	order	family	individual	type	info	file	etag
Aricia agestis	brown argus	91739	Lepidoptera	Lycanidae	ilAriAges1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Aricia_agestis/ilAriAges1/genomic_data/10x/33032_7%235.cram	1559b3089e1dab433d94820011f1f52d-406
Aricia agestis	brown argus	91739	Lepidoptera	Lycanidae	ilAriAges1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Aricia_agestis/ilAriAges1/genomic_data/10x/33032_7%236.cram	4908800241495ac02bf361f77cb6cade-501
Aricia agestis	brown argus	91739	Lepidoptera	Lycanidae	ilAriAges1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Aricia_agestis/ilAriAges1/genomic_data/10x/33032_7%237.cram	18e7119fd61b4b40f169530bf47d80d1-399
Aricia agestis	brown argus	91739	Lepidoptera	Lycanidae	ilAriAges1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Aricia_agestis/ilAriAges1/genomic_data/10x/33032_7%238.cram	3b65b71ded28e7ee12486219cce71d3d-478
Aricia agestis	brown argus	91739	Lepidoptera	Lycanidae	ilAriAges1	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Aricia_agestis/ilAriAges1/genomic_data/pacbio/m64097_191226_203354.ccs.bam	200c81c400dd5dfb2e83581a71a3d7a7-1390
Aricia agestis	brown argus	91739	Lepidoptera	Lycanidae	ilAriAges1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Aricia_agestis/ilAriAges1/genomic_data/pacbio/m64097_191226_203354.ccs.bam.pbi	a87b25ac1a1ff49d9543ddbdba1aea36
Aricia artaxerxes	northern brown argus	91738	Lepidoptera	Lycanidae	ilAriArta1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Aricia_artaxerxes/ilAriArta1/genomic_data/10x/33308_5%235.cram	981494fdf0814b7e54cac4017bcca6c9-358
Aricia artaxerxes	northern brown argus	91738	Lepidoptera	Lycanidae	ilAriArta1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Aricia_artaxerxes/ilAriArta1/genomic_data/10x/33308_5%236.cram	e818040ac99650cc7a1bd6e03e509d02-462
Aricia artaxerxes	northern brown argus	91738	Lepidoptera	Lycanidae	ilAriArta1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Aricia_artaxerxes/ilAriArta1/genomic_data/10x/33308_5%237.cram	6a3d1d2de49a1ad6ef9d0e60cae6ae5d-296
Aricia artaxerxes	northern brown argus	91738	Lepidoptera	Lycanidae	ilAriArta1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Aricia_artaxerxes/ilAriArta1/genomic_data/10x/33308_5%238.cram	5c50e070e3e1316946cd3c4df870e9ee-452
Aricia artaxerxes	northern brown argus	91738	Lepidoptera	Lycanidae	ilAriArta1	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Aricia_artaxerxes/ilAriArta1/genomic_data/pacbio/m64097_200125_154846.ccs.bam	8aa40a87d74073e237445acbc9b71695-1396
Aricia artaxerxes	northern brown argus	91738	Lepidoptera	Lycanidae	ilAriArta1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Aricia_artaxerxes/ilAriArta1/genomic_data/pacbio/m64097_200125_154846.ccs.bam.pbi	cafc58121b3bfdda475ad825806415b3-2
Athalia rosae	turnip sawfly	37344	Hymenoptera	Tenthredinidae	iyAthRosa1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Athalia_rosae/iyAthRosa1/genomic_data/10x/33635_5%231.cram	82166cc7bdfa5fd1dafe39b8a115be75-527
Athalia rosae	turnip sawfly	37344	Hymenoptera	Tenthredinidae	iyAthRosa1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Athalia_rosae/iyAthRosa1/genomic_data/10x/33635_5%232.cram	1ccb754577149ba93c89cc2e2e2446ba-478
Athalia rosae	turnip sawfly	37344	Hymenoptera	Tenthredinidae	iyAthRosa1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Athalia_rosae/iyAthRosa1/genomic_data/10x/33635_5%233.cram	f67c56ed7a754ec30470e830b7d5f975-430
Athalia rosae	turnip sawfly	37344	Hymenoptera	Tenthredinidae	iyAthRosa1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Athalia_rosae/iyAthRosa1/genomic_data/10x/33635_5%234.cram	6e35c9f11a71bcfbaa9bc1baaff9695f-280
Athalia rosae	turnip sawfly	37344	Hymenoptera	Tenthredinidae	iyAthRosa1	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Athalia_rosae/iyAthRosa1/genomic_data/pacbio/m64097_200224_163753.ccs.bam	a7c3b87ce74eff55873a873e6f5faf56-1044
Athalia rosae	turnip sawfly	37344	Hymenoptera	Tenthredinidae	iyAthRosa1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Athalia_rosae/iyAthRosa1/genomic_data/pacbio/m64097_200224_163753.ccs.bam.pbi	b599cb852f6c59d6f7f2baa1e9a284e5
Autographa gamma	silver Y	254363	Lepidoptera	Noctuidae	ilAutGamm1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Autographa_gamma/ilAutGamm1/genomic_data/10x/31782_7%235.cram	7d942384de4aa0f44039b8510c64d69b-381
Autographa gamma	silver Y	254363	Lepidoptera	Noctuidae	ilAutGamm1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Autographa_gamma/ilAutGamm1/genomic_data/10x/31782_7%236.cram	325a1031e01483849d4f4e7b15b45c0a-419
Autographa gamma	silver Y	254363	Lepidoptera	Noctuidae	ilAutGamm1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Autographa_gamma/ilAutGamm1/genomic_data/10x/31782_7%237.cram	d73f9e6e106bc8f5c9cb4e0d6ac643c7-400
Autographa gamma	silver Y	254363	Lepidoptera	Noctuidae	ilAutGamm1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Autographa_gamma/ilAutGamm1/genomic_data/10x/31782_7%238.cram	05c3eb5eb758e83659d57426d65af82c-461
Autographa gamma	silver Y	254363	Lepidoptera	Noctuidae	ilAutGamm1	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Autographa_gamma/ilAutGamm1/genomic_data/pacbio/m64089_191020_002935.bc1019_BAK8B_OA--bc1019_BAK8B_OA.ccs.bam	e15364ed11b09c329ff94305234f5c34-1404
Autographa gamma	silver Y	254363	Lepidoptera	Noctuidae	ilAutGamm1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Autographa_gamma/ilAutGamm1/genomic_data/pacbio/m64089_191020_002935.bc1019_BAK8B_OA--bc1019_BAK8B_OA.ccs.bam.pbi	589af49ff9f4d750095e915f382ec031-2
Baccha elongata	gossamer hoverfly	226178	Diptera	Syrphidae	idBacElon1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Baccha_elongata/idBacElon1/genomic_data/10x/33226_6%231.cram	51cb81340626a9e09af145c168ee9239-373
Baccha elongata	gossamer hoverfly	226178	Diptera	Syrphidae	idBacElon1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Baccha_elongata/idBacElon1/genomic_data/10x/33226_6%232.cram	b6af691d4ddff38d667ecbdd06d524db-478
Baccha elongata	gossamer hoverfly	226178	Diptera	Syrphidae	idBacElon1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Baccha_elongata/idBacElon1/genomic_data/10x/33226_6%233.cram	ae361a1431783a1c950eaead924697f9-404
Baccha elongata	gossamer hoverfly	226178	Diptera	Syrphidae	idBacElon1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Baccha_elongata/idBacElon1/genomic_data/10x/33226_6%234.cram	29d7b75f8d2667bcce95e8ea3eb727a8-415
Baccha elongata	gossamer hoverfly	226178	Diptera	Syrphidae	idBacElon1	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Baccha_elongata/idBacElon1/genomic_data/pacbio/m64089_191123_132353.bc1019_BAK8B_OA--bc1019_BAK8B_OA.ccs.bam	325ba4c822b16b3d1ff55f63536ad0b7-613
Baccha elongata	gossamer hoverfly	226178	Diptera	Syrphidae	idBacElon1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Baccha_elongata/idBacElon1/genomic_data/pacbio/m64089_191123_132353.bc1019_BAK8B_OA--bc1019_BAK8B_OA.ccs.bam.pbi	26ee0e3373b3f98737a1283f694ce3ef
Baccha elongata	gossamer hoverfly	226178	Diptera	Syrphidae	idBacElon1	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Baccha_elongata/idBacElon1/genomic_data/pacbio/m64094_200223_170644.ccs.bam	56af4bffe118348e842fac0eb7fa05fb-1300
Baccha elongata	gossamer hoverfly	226178	Diptera	Syrphidae	idBacElon1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Baccha_elongata/idBacElon1/genomic_data/pacbio/m64094_200223_170644.ccs.bam.pbi	b74f5c768e99d805131d43ca5e34d792-2
Batrachedra praeangusta	poplar cosmet	347710	Lepidoptera	Batrachedridae	ilBatPrae1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Batrachedra_praeangusta/ilBatPrae1/genomic_data/10x/32640_6%231.cram	e2a4fd7b74d9c39dd15f2976878f82b4-392
Batrachedra praeangusta	poplar cosmet	347710	Lepidoptera	Batrachedridae	ilBatPrae1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Batrachedra_praeangusta/ilBatPrae1/genomic_data/10x/32640_6%232.cram	451633ad120b37b64e22ed8c180be727-412
Batrachedra praeangusta	poplar cosmet	347710	Lepidoptera	Batrachedridae	ilBatPrae1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Batrachedra_praeangusta/ilBatPrae1/genomic_data/10x/32640_6%233.cram	d4a6a1308e49666578d2ea10e60673c1-375
Batrachedra praeangusta	poplar cosmet	347710	Lepidoptera	Batrachedridae	ilBatPrae1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Batrachedra_praeangusta/ilBatPrae1/genomic_data/10x/32640_6%234.cram	629f0640edb1d19b8d9e5d25ed0a6e2e-413
Batrachedra praeangusta	poplar cosmet	347710	Lepidoptera	Batrachedridae	ilBatPrae1	pacbio.ccs.bam	S/P3-C1/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Batrachedra_praeangusta/ilBatPrae1/genomic_data/pacbio/m64016_191123_233709.ccs.bam	6348e288e58c61b96ca22aeae2f4f7e9-530
Batrachedra praeangusta	poplar cosmet	347710	Lepidoptera	Batrachedridae	ilBatPrae1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Batrachedra_praeangusta/ilBatPrae1/genomic_data/pacbio/m64016_191123_233709.ccs.bam.pbi	b98cb57025adfb1cf5f36571918550e6
Blastobasis adustella	dingy dowd	1869501	Lepidoptera	Blastobasidae	ilBlaAdus2	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_adustella/ilBlaAdus2/genomic_data/10x/32442_8%235.cram	5dc6a9ef4a591bc38340b8ad62337cfe-501
Blastobasis adustella	dingy dowd	1869501	Lepidoptera	Blastobasidae	ilBlaAdus2	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_adustella/ilBlaAdus2/genomic_data/10x/32442_8%236.cram	7a112d3ba889b542bd434c19b7653c21-389
Blastobasis adustella	dingy dowd	1869501	Lepidoptera	Blastobasidae	ilBlaAdus2	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_adustella/ilBlaAdus2/genomic_data/10x/32442_8%237.cram	a6fd7bc47d7f71ba292ab7c3ec591048-475
Blastobasis adustella	dingy dowd	1869501	Lepidoptera	Blastobasidae	ilBlaAdus2	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_adustella/ilBlaAdus2/genomic_data/10x/32442_8%238.cram	953d3bcc0ad20268f34cd2fb033de998-415
Blastobasis adustella	dingy dowd	1869501	Lepidoptera	Blastobasidae	ilBlaAdus2	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Blastobasis_adustella/ilBlaAdus2/genomic_data/pacbio/m64089_191122_131021.bc1016_BAK8B_OA--bc1016_BAK8B_OA.ccs.bam	cd630085aa1629eb8bdc8c0af81e1fc2-1588
Blastobasis adustella	dingy dowd	1869501	Lepidoptera	Blastobasidae	ilBlaAdus2	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_adustella/ilBlaAdus2/genomic_data/pacbio/m64089_191122_131021.bc1016_BAK8B_OA--bc1016_BAK8B_OA.ccs.bam.pbi	4b87b322ab145cf4544ce05f8b49b85f-2
Blastobasis lacticolella	London dowd	2561016	Lepidoptera	Blastobasidae	ilBlaLact1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_lacticolella/ilBlaLact1/genomic_data/10x/30996_6%231.cram	cec6a4e2a04f0a57e483c3eaeb5bf468-364
Blastobasis lacticolella	London dowd	2561016	Lepidoptera	Blastobasidae	ilBlaLact1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_lacticolella/ilBlaLact1/genomic_data/10x/30996_6%232.cram	fb11607c1cbc5995d17f57905936cf64-329
Blastobasis lacticolella	London dowd	2561016	Lepidoptera	Blastobasidae	ilBlaLact1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_lacticolella/ilBlaLact1/genomic_data/10x/30996_6%233.cram	85682dd5f695bb6824aa314d7688e478-556
Blastobasis lacticolella	London dowd	2561016	Lepidoptera	Blastobasidae	ilBlaLact1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_lacticolella/ilBlaLact1/genomic_data/10x/30996_6%234.cram	e7bc6656f89ed83810b8a4b1fbfb7c65-410
Blastobasis lacticolella	London dowd	2561016	Lepidoptera	Blastobasidae	ilBlaLact1	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Blastobasis_lacticolella/ilBlaLact1/genomic_data/pacbio/m64016_190922_045316.ccs.bam	f343a45cb4c2014d346c2755894fa3a4-321
Blastobasis lacticolella	London dowd	2561016	Lepidoptera	Blastobasidae	ilBlaLact1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_lacticolella/ilBlaLact1/genomic_data/pacbio/m64016_190922_045316.ccs.bam.pbi	5e94de7be1c84e1818ed99d9f6538d81
Blastobasis lacticolella	London dowd	2561016	Lepidoptera	Blastobasidae	ilBlaLact1	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Blastobasis_lacticolella/ilBlaLact1/genomic_data/pacbio/m64089_200120_195449.ccs.bam	3738fe19a56a6bf5caff35458a919746-635
Blastobasis lacticolella	London dowd	2561016	Lepidoptera	Blastobasidae	ilBlaLact1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Blastobasis_lacticolella/ilBlaLact1/genomic_data/pacbio/m64089_200120_195449.ccs.bam.pbi	9d48fb8f23092432b30133bb65bfa2d5
Boloria selene	silver meadow fritillary	191398	Lepidoptera	Nymphalidae	ilBolSele2	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Boloria_selene/ilBolSele2/genomic_data/10x/31958_5%231.cram	ddebaf38be2081611ddd6339ea198c2d-291
Boloria selene	silver meadow fritillary	191398	Lepidoptera	Nymphalidae	ilBolSele2	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Boloria_selene/ilBolSele2/genomic_data/10x/31958_5%232.cram	2441d2c59df311593539fc9533d5d3cd-260
Boloria selene	silver meadow fritillary	191398	Lepidoptera	Nymphalidae	ilBolSele2	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Boloria_selene/ilBolSele2/genomic_data/10x/31958_5%233.cram	2387de9287e1d6ead5d073d23b9247d0-367
Boloria selene	silver meadow fritillary	191398	Lepidoptera	Nymphalidae	ilBolSele2	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Boloria_selene/ilBolSele2/genomic_data/10x/31958_5%234.cram	f2ec0240c0bd585d4dbea20be148013c-369
Boloria selene	silver meadow fritillary	191398	Lepidoptera	Nymphalidae	ilBolSele5	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Boloria_selene/ilBolSele5/genomic_data/10x/33610_6%231.cram	f111d3e8a5b64d66d842f0e0a4f7ebcd-460
Boloria selene	silver meadow fritillary	191398	Lepidoptera	Nymphalidae	ilBolSele5	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Boloria_selene/ilBolSele5/genomic_data/10x/33610_6%232.cram	7aea873fa1a9645931856d954905b09e-413
Boloria selene	silver meadow fritillary	191398	Lepidoptera	Nymphalidae	ilBolSele5	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Boloria_selene/ilBolSele5/genomic_data/10x/33610_6%233.cram	27e9161ef9fa1ac3d62dbc663dc55dbc-341
Boloria selene	silver meadow fritillary	191398	Lepidoptera	Nymphalidae	ilBolSele5	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Boloria_selene/ilBolSele5/genomic_data/10x/33610_6%234.cram	0430f601cb8ebe8db94029323bb5fafb-322
Bombus campestris	field cuckoo-bee	207624	Hymenoptera	Apidae	iyBomCamp1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Bombus_campestris/iyBomCamp1/genomic_data/10x/33431_5%235.cram	db11073b0c2c25103b0f09d031143620-381
Bombus campestris	field cuckoo-bee	207624	Hymenoptera	Apidae	iyBomCamp1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Bombus_campestris/iyBomCamp1/genomic_data/10x/33431_5%236.cram	44edfbd62f6a3e73c0bc099dbec0ff7f-375
Bombus campestris	field cuckoo-bee	207624	Hymenoptera	Apidae	iyBomCamp1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Bombus_campestris/iyBomCamp1/genomic_data/10x/33431_5%237.cram	19b2ac7afaff76dbad9277ff7490b441-376
Bombus campestris	field cuckoo-bee	207624	Hymenoptera	Apidae	iyBomCamp1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Bombus_campestris/iyBomCamp1/genomic_data/10x/33431_5%238.cram	c8161d264dcb1a450edac1e1e6893b90-546
Bombus hortorum	garden bumblebee	85660	Hymenoptera	Apidae	iyBomHort1	pacbio.ccs.bam	S/P4-C2/5.0-8M	https://darwin.cog.sanger.ac.uk/insects/Bombus_hortorum/iyBomHort1/genomic_data/pacbio/m64097_200216_182130.ccs.bam	8099203a3e2ddda7e75968c636b1eba9-1398
Bombus hortorum	garden bumblebee	85660	Hymenoptera	Apidae	iyBomHort1	pacbio.ccs.index		https://darwin.cog.sanger.ac.uk/insects/Bombus_hortorum/iyBomHort1/genomic_data/pacbio/m64097_200216_182130.ccs.bam.pbi	be79887d9080bce3da711e8593bc1b39-2
Bombus pascuorum	common carder bee	65598	Hymenoptera	Apidae	iyBomPasc1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Bombus_pascuorum/iyBomPasc1/genomic_data/10x/33308_4%231.cram	71f25d844ba073778030637da698d582-463
Bombus pascuorum	common carder bee	65598	Hymenoptera	Apidae	iyBomPasc1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Bombus_pascuorum/iyBomPasc1/genomic_data/10x/33308_4%232.cram	2b316b916be325caf559ff2c9f44f1e7-489
Bombus pascuorum	common carder bee	65598	Hymenoptera	Apidae	iyBomPasc1	10x.ucram		https://darwin.cog.sanger.ac.uk/insects/Bombus_pascuorum/iyBomPasc1/genomic_data/10x/33308_4%233.cram	719132e0b9b6e0b443da5c6317539c30-325
